contig	cluster	completeness	purity	taxid	superkingdom	phylum	class	order	family	genus	species	x	y
NODE_2067_length_7913_cov_112.206	bin_0059	70.50359712230215	100.0	1507807	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	acinetobacter idrijaensis	5.991686	-8.841695
NODE_2072_length_7866_cov_111.308	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	5.767613	-8.838607000000001
NODE_2097_length_7657_cov_112.761	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	5.5652375	-8.999981
NODE_2101_length_7639_cov_293.517	bin_0059	70.50359712230215	100.0	1507807	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	acinetobacter idrijaensis	6.2572684	-8.826034
NODE_2111_length_7552_cov_110.142	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	6.1073484	-8.921658500000001
NODE_2243_length_6423_cov_112.062	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	6.4314585	-6.8733
NODE_2262_length_6259_cov_113.016	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	5.376641	-9.008886
NODE_2265_length_6239_cov_110.853	bin_0059	70.50359712230215	100.0	1507807	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	acinetobacter idrijaensis	5.649603	-9.315901
NODE_2304_length_5952_cov_111.542	bin_0059	70.50359712230215	100.0	1507807	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	acinetobacter idrijaensis	-5.3322997	-10.623586
NODE_2320_length_5894_cov_112.645	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	5.248251	-8.964148
NODE_2321_length_5891_cov_112.914	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	6.5637726999999995	-6.961737599999999
NODE_2375_length_5527_cov_141.465	bin_0059	70.50359712230215	100.0	1507807	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	acinetobacter idrijaensis	6.3924174	-7.107616999999999
NODE_2443_length_4972_cov_111.211	bin_0059	70.50359712230215	100.0	1507807	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	acinetobacter idrijaensis	5.2814107	-8.929591
NODE_2548_length_4223_cov_115.571	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	5.9477816	-8.780427
NODE_2626_length_3901_cov_110.484	bin_0059	70.50359712230215	100.0	72274	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	unclassified	unclassified	unclassified	4.488909	-8.629351
NODE_2649_length_3832_cov_115.796	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	6.6174479999999996	-9.643788
NODE_2678_length_3657_cov_114.976	bin_0059	70.50359712230215	100.0	469	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	unclassified	4.560221	-10.466261
NODE_2715_length_3484_cov_118.967	bin_0059	70.50359712230215	100.0	1507807	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	acinetobacter idrijaensis	6.0452814	-8.92885
NODE_1_length_2033150_cov_112.242	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.1322174	4.6473417
NODE_13_length_697090_cov_112.42	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-2.9653125	4.472412
NODE_39_length_407259_cov_113.18	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.1148417	4.636311
NODE_40_length_404862_cov_112.577	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.1505572999999996	4.6561437
NODE_47_length_375722_cov_113.845	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-2.9004645	4.3893027
NODE_49_length_374543_cov_111.671	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.1642709	4.6931734
NODE_91_length_279484_cov_111.932	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.0880592	4.608158
NODE_116_length_243513_cov_113.881	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-2.8355257999999997	4.2628617
NODE_153_length_209332_cov_111.976	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-2.9934632999999997	4.547468
NODE_156_length_204865_cov_112.826	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-5.739789	0.04436583400000001
NODE_178_length_189660_cov_112.3	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.1410117000000004	4.65832
NODE_179_length_189462_cov_112.298	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.2486107000000004	4.7739472
NODE_186_length_185563_cov_112.656	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-5.745822	0.029801546
NODE_221_length_169133_cov_113.607	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.0524533	4.584910400000001
NODE_224_length_165733_cov_111.821	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.0657387000000003	4.572749
NODE_232_length_161587_cov_113.779	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.1433972999999997	4.6647997000000005
NODE_257_length_152959_cov_112.001	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.258563	4.783768
NODE_282_length_143755_cov_112.398	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.2260494	4.7533803
NODE_317_length_129102_cov_111.862	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-3.2121696	4.754103
NODE_330_length_124883_cov_111.95	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.1862457	4.7095404
NODE_479_length_87135_cov_114.09	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-5.714381700000001	0.037289955
NODE_497_length_83584_cov_111.764	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-2.8697066	4.3358172999999995
NODE_540_length_76450_cov_111.228	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-3.137122	4.6537843
NODE_639_length_65099_cov_120.506	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-5.7187686	0.02624673
NODE_690_length_58907_cov_114.65	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-2.8904370999999998	4.364917
NODE_845_length_45354_cov_111.947	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-3.127376	4.6459470000000005
NODE_864_length_44079_cov_114.26	bin_0060	63.30935251798561	95.45454545454544	1399419	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium sacchari	-5.7916102	0.08169418
NODE_874_length_43673_cov_118.761	bin_0060	63.30935251798561	95.45454545454544	546901	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium sp. usda 3456	-5.7800307	0.07979821
NODE_1027_length_35005_cov_114.047	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-3.1507330000000002	4.6718235
NODE_1072_length_32671_cov_112.471	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-5.735454	0.040941384
NODE_1085_length_32165_cov_111.494	bin_0060	63.30935251798561	95.45454545454544	529	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	brucellaceae	ochrobactrum	ochrobactrum anthropi	-2.8273425	4.509619
NODE_1141_length_29330_cov_118.761	bin_0060	63.30935251798561	95.45454545454544	546901	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium sp. usda 3456	-5.8349996	0.100960284
NODE_1184_length_27269_cov_112.146	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-3.058278	4.5758014000000005
NODE_1244_length_25029_cov_113.424	bin_0060	63.30935251798561	95.45454545454544	2605638	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium sp. asej3	-5.794541000000001	0.106503874
NODE_1489_length_17995_cov_117.274	bin_0060	63.30935251798561	95.45454545454544	375	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium japonicum	-2.8734736	4.3003073
NODE_1676_length_14363_cov_123.881	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-5.72082	0.0056360574
NODE_1724_length_13111_cov_110.179	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-3.2464595000000003	4.770439
NODE_1797_length_11903_cov_120.16	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-5.7537117	0.08146089
NODE_1910_length_10004_cov_113.199	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-5.7564269999999995	0.0015207086
NODE_1978_length_8892_cov_703.853	bin_0060	63.30935251798561	95.45454545454544	1830124	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	brucellaceae	ochrobactrum	ochrobactrum sp. 3-3	-5.7526054	0.02022916
NODE_2016_length_8363_cov_117.255	bin_0060	63.30935251798561	95.45454545454544	1126627	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium sp. doa9	-5.7331294999999995	0.00457442
NODE_2132_length_7287_cov_110.256	bin_0060	63.30935251798561	95.45454545454544	356	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	unclassified	unclassified	unclassified	-6.8034300000000005	-1.3014618
NODE_2362_length_5594_cov_120.299	bin_0060	63.30935251798561	95.45454545454544	508869	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium genosp. sa-4	-5.7331367	0.0508875
NODE_2460_length_4884_cov_111.727	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-2.9073172	4.3895717
NODE_2641_length_3854_cov_113.542	bin_0060	63.30935251798561	95.45454545454544	858423	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium arachidis	-5.7526746	0.014908201999999999
NODE_2748_length_3299_cov_141.416	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-5.745193	0.039420202
NODE_2800_length_3117_cov_330.865	bin_0060	63.30935251798561	95.45454545454544	374	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	unclassified	-2.8429585	4.297343700000001
NODE_302_length_134760_cov_111.863	bin_0061	25.179856115107913	100.0	1580596	bacteria	proteobacteria	alphaproteobacteria	rhodobacterales	rhodobacteraceae	phaeobacter	phaeobacter piscinae	-0.70678425	3.5671839999999997
NODE_328_length_125291_cov_111.831	bin_0061	25.179856115107913	100.0	1666914	bacteria	proteobacteria	alphaproteobacteria	rhodobacterales	rhodobacteraceae	unclassified	rhodobacteraceae bacterium hlucco07	-0.9470835	5.448122
NODE_375_length_111075_cov_111.7	bin_0061	25.179856115107913	100.0	481446	bacteria	proteobacteria	alphaproteobacteria	rhodobacterales	rhodobacteraceae	phaeobacter	phaeobacter italicus	-0.69559395	3.8929123999999997
NODE_390_length_106545_cov_112.068	bin_0061	25.179856115107913	100.0	1666914	bacteria	proteobacteria	alphaproteobacteria	rhodobacterales	rhodobacteraceae	unclassified	rhodobacteraceae bacterium hlucco07	-0.9194875	5.473166
NODE_400_length_104348_cov_111.74	bin_0061	25.179856115107913	100.0	1666914	bacteria	proteobacteria	alphaproteobacteria	rhodobacterales	rhodobacteraceae	unclassified	rhodobacteraceae bacterium hlucco07	-0.750814	5.6507144
NODE_422_length_100234_cov_111.982	bin_0061	25.179856115107913	100.0	1666914	bacteria	proteobacteria	alphaproteobacteria	rhodobacterales	rhodobacteraceae	unclassified	rhodobacteraceae bacterium hlucco07	-0.7960518	5.605553
NODE_1054_length_33456_cov_112.041	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.4872627	12.450966000000001
NODE_1062_length_33218_cov_111.859	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.1828978	11.677869
NODE_1104_length_31015_cov_112.945	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.374545	12.172353
NODE_1119_length_30114_cov_112.174	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-0.6327576	14.228229999999998
NODE_1132_length_29636_cov_112.455	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.5357976000000004	12.192109
NODE_1146_length_29169_cov_113.265	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.1733549	11.794628
NODE_1175_length_27587_cov_112.903	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.5230386	11.808292
NODE_1195_length_26922_cov_111.952	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.4460604	11.59582
NODE_1197_length_26810_cov_112.357	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-0.60063916	14.215658
NODE_1199_length_26702_cov_112.299	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.4699016	11.794303999999999
NODE_1214_length_26228_cov_111.693	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.3840075	12.277266000000001
NODE_1218_length_26050_cov_112.1	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.1279871	12.642371
NODE_1220_length_26031_cov_111.739	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-0.5945156	14.155664000000002
NODE_1228_length_25675_cov_112.921	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.5406315	12.307619
NODE_1257_length_24545_cov_112.36	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.1620228	12.661489999999999
NODE_1258_length_24516_cov_111.991	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-1.988117	12.682552000000001
NODE_1261_length_24489_cov_112.169	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.4101383999999997	12.301525999999999
NODE_1303_length_23513_cov_112.099	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.0812688	11.996513
NODE_1312_length_23249_cov_112.147	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.2979305	12.33793
NODE_1341_length_22198_cov_123.219	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.2366054	12.628043
NODE_1363_length_21403_cov_112.03	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.5200536000000002	11.8019285
NODE_1389_length_20372_cov_112.156	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.5198982000000005	12.539386
NODE_1437_length_19352_cov_111.61	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.4651966	12.277213
NODE_1446_length_19240_cov_120.082	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.3847036	11.820477
NODE_1456_length_18781_cov_112.822	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.2816548	12.559121000000001
NODE_1457_length_18775_cov_111.973	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.4339647	12.063684
NODE_1464_length_18643_cov_114.862	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-0.6961248999999999	14.100670000000001
NODE_1471_length_18407_cov_111.874	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.5656211	12.27508
NODE_1488_length_18002_cov_115.633	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.4253457000000003	12.5163145
NODE_1535_length_17017_cov_112.155	bin_0062	23.7410071942446	100.0	1888	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces albus	-2.5501661	12.232683999999999
NODE_1609_length_15438_cov_110.489	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.3946693	12.147308
NODE_1645_length_14836_cov_117.905	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.472613	12.454428
NODE_1652_length_14694_cov_115.355	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.3531191000000002	12.170771
NODE_1700_length_13854_cov_118.849	bin_0062	23.7410071942446	100.0	68175	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces antimycoticus	-3.2709507999999996	11.234474
NODE_1754_length_12586_cov_110.43	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.527578	12.462688
NODE_1764_length_12443_cov_114.347	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.5112273999999997	12.431736
NODE_1884_length_10350_cov_115.722	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-3.2147555	11.278941
NODE_2045_length_8056_cov_113.232	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.7507303	11.655239
NODE_2189_length_6832_cov_119.449	bin_0062	23.7410071942446	100.0	324833	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces lasaliensis	-2.789079	11.963813
NODE_2190_length_6828_cov_114.23	bin_0062	23.7410071942446	100.0	2203211	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces sp. wac 06783	-3.128031	11.420003999999999
NODE_2213_length_6658_cov_112.302	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.8594775	11.850226
NODE_2221_length_6608_cov_110.908	bin_0062	23.7410071942446	100.0	2203209	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces sp. wac 06725	-2.8524957000000004	11.900731
NODE_2253_length_6297_cov_112.081	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-3.1080039	11.462793
NODE_2259_length_6271_cov_115.815	bin_0062	23.7410071942446	100.0	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-3.0961502	11.429554
NODE_2287_length_6103_cov_110.93	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.8372238	11.871091
NODE_2293_length_6026_cov_112.56	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.8894398	11.807767
NODE_2328_length_5855_cov_111.971	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.7613795	11.924539999999999
NODE_2338_length_5759_cov_112.513	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.7178482999999996	12.115627
NODE_2367_length_5569_cov_111.571	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-3.0685623	11.512438000000001
NODE_2410_length_5206_cov_122.831	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.9613822	11.870028999999999
NODE_2424_length_5115_cov_115.274	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.9464464	11.758794
NODE_2468_length_4809_cov_120.962	bin_0062	23.7410071942446	100.0	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.9659077999999996	11.751378
NODE_2575_length_4135_cov_113.319	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.9078221	11.773617
NODE_2620_length_3918_cov_112.146	bin_0062	23.7410071942446	100.0	1971	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces noursei	-4.5319552000000005	9.549775
NODE_2661_length_3760_cov_121.793	bin_0062	23.7410071942446	100.0	324833	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces lasaliensis	-2.9687033	11.790224
NODE_2662_length_3742_cov_110.047	bin_0062	23.7410071942446	100.0	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-3.166929	11.393064500000001
